Sample type,Days after inoculation,Date,Licor,Trial,Treatment,Species,Plant Number,Isolate Number,Unique Sample Number,Obs,Conductance,Ci
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,10,0.081712573,227.7143376
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,1,0.001139118,263.1292079
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,2,0.001390947,305.8610206
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,3,0.001483967,297.3482135
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,4,0.001459666,303.5626802
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,5,0.001419456,280.5258169
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,6,0.001333377,293.2241285
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,7,-0.000239744,950.9547915
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,8,-0.00297895,453.6742066
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,9,0.005658835,381.9760232
2DroughtIndigenous Pathogen 4,6,6/5/2018,6800,2,Drought,Indigenous Pathogen ,4,2,152,10,0.004687747,377.0529108
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,1,0.100799452,274.1117418
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,2,0.099582508,272.6899844
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,3,0.096516152,268.9557043
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,4,0.102043925,273.299238
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,5,0.103343261,275.5786681
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,6,0.099801031,272.3363918
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,7,0.101873434,275.3997817
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,8,0.101332531,276.0097198
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,9,0.098796405,273.6486453
2WetIndigenous Pathogen 3,6,6/5/2018,6800,2,Wet,Indigenous Pathogen ,3,2,160,10,0.095258764,271.5010996
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,1,0.096920145,318.8688105
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,2,0.098360163,297.5867983
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,3,0.101714748,304.2964118
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,4,0.110426148,296.942266
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,5,0.114186836,303.8208129
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,6,0.116925334,311.2426177
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,7,0.118694901,294.2502016
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,8,0.122521011,321.2919658
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,9,0.112444575,286.3047288
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,10,0.107937275,291.6170272
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,11,0.121392273,301.464196
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,12,0.131143166,312.0438816
1WetExotic Pathogen 6,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,6,3,20,13,0.140070597,311.466112
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,1,-0.004428207,913.7670499
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,2,-0.003330013,956.3441247
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,3,-0.004194612,969.684847
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,4,-0.005311242,893.3187025
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,5,-0.005857196,815.3277753
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,6,-0.007537138,799.6702055
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,7,-0.009300067,673.2568953
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,8,-0.008362144,677.9867479
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,9,-0.009566473,675.1399655
2DroughtExotic Pathogen 5,37,7/6/2018,6400,2,Drought,Exotic Pathogen ,5,3,25,10,-0.010577849,694.3611697
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,1,0.061986513,208.4192512
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,2,0.067254083,185.5985242
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,3,0.077435554,204.03424
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,4,0.083474951,207.0026207
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,5,0.084639665,204.225753
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,6,0.085192478,202.4144919
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,7,0.089371884,204.2450124
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,8,0.091434787,204.4914157
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,9,0.09355533,210.0518427
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,10,0.09625408,213.7821888
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,11,0.096443719,207.2263472
1WetIndigenous Pathogen 5,22,6/21/2018,6400,1,Wet,Indigenous Pathogen ,5,3,45,12,0.092950982,203.7613625
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,1,0.078902518,187.0579967
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,2,0.078303344,187.8823658
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,3,0.077155146,183.6069699
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,4,0.076741821,164.2190928
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,5,0.076002846,143.9955017
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,6,0.074574178,167.7036573
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,7,0.074391597,176.7443407
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,8,0.073276159,181.4592526
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,9,0.072457565,183.8568447
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,10,0.070655117,178.8615797
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,11,0.069963306,173.4526451
2WetExotic Pathogen 6,35,7/4/2018,6400,2,Wet,Exotic Pathogen ,6,3,52,12,0.069451279,169.9416454
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,1,0.065347755,166.0230345
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,2,0.06392081,169.2049901
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,3,0.066753138,164.8649621
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,4,0.065622905,174.3534454
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,5,0.066017605,162.9073513
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,6,0.067750656,174.5333982
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,7,0.069318959,183.1227358
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,8,0.070552623,180.8487979
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,9,0.069592457,167.5906011
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,10,0.069712775,206.8643318
2DroughtIndigenous Pathogen 6,35,7/4/2018,6400,2,Drought,Indigenous Pathogen ,6,3,61,11,0.070889029,167.1073066
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,1,0.006318061,392.3900616
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,2,0.005765468,389.8529169
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,3,0.005478392,388.0434662
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,4,0.005305248,387.1031042
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,5,0.005144452,381.6777582
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,6,0.005010198,381.3372376
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,7,0.004887701,385.5043053
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,8,0.00476722,378.9996327
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,9,0.004667192,379.2668471
1DroughtIndigenous Pathogen 5,37,7/6/2018,6800,1,Drought,Indigenous Pathogen ,5,3,68,10,0.004566833,376.8145989
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,1,0.00871117,294.9575068
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,2,0.008153234,293.6076832
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,3,0.007855568,295.7593236
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,4,0.007689855,291.5593028
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,5,0.00754286,291.7357414
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,6,0.007425977,290.2575041
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,7,0.007293572,285.8696622
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,8,0.007233751,289.7018217
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,9,0.00709247,277.6876453
1WetExotic Pathogen 5,37,7/6/2018,6800,1,Wet,Exotic Pathogen ,5,3,70,10,0.007083717,278.2495968
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,1,0.059225308,226.1043762
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,2,0.037256619,232.3857908
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,3,0.070634033,242.1945236
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,4,0.06855308,235.0636833
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,5,0.073230261,243.1559536
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,6,0.068434171,231.1705901
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,7,0.071142463,235.5829929
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,8,0.077892581,245.9746507
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,9,0.080570416,250.2232133
2WetIndigenous Pathogen 5,37,7/6/2018,6800,2,Wet,Indigenous Pathogen ,5,3,74,10,0.080526155,248.9050941
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,1,0.019797004,161.2738303
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,2,0.021037488,163.7152843
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,3,0.023465919,171.2524781
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,4,0.02541396,172.8628014
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,5,0.027940045,183.651796
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,6,0.034415315,206.1035085
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,7,0.037641817,217.0604061
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,8,0.03627162,195.3569576
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,9,0.037623316,194.4024598
2WetIndigenous Pathogen 5,35,7/4/2018,6800,2,Wet,Indigenous Pathogen ,5,3,84,10,0.031916413,149.6595749
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,1,0.001972004,312.5933677
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,2,0.000723664,158.1730667
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,3,0.001464703,313.7959795
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,4,0.001462417,322.8038197
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,5,0.001987212,358.7087206
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,6,0.000794974,260.8787945
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,7,0.001597923,350.759063
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,8,0.00116526,336.4788832
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,9,0.001557549,351.8917866
1DroughtIndigenous Pathogen 6,22,6/21/2018,6800,1,Drought,Indigenous Pathogen ,6,3,97,10,0.000386514,206.8642472
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,1,0.009176896,115.4514471
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,2,0.008925245,112.3027641
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,3,0.009358293,110.5177658
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,4,0.010049062,123.2580678
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,5,0.009240916,88.11216188
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,6,0.010064328,105.244949
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,7,0.011497983,127.9314256
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,8,0.011565323,119.1022787
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,9,0.011942747,116.5928451
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,10,0.012253164,120.1326318
1DroughtExotic Pathogen 5,22,6/21/2018,6800,1,Drought,Exotic Pathogen ,5,3,107,11,0.012726469,118.1976252
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,1,0.106004229,230.983813
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,2,0.113584684,237.1172482
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,3,0.113613678,237.6905149
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,4,0.11832554,239.3404386
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,5,0.121379237,240.6933149
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,6,0.120273379,239.836297
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,7,0.12419174,242.2027991
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,8,0.125568856,243.9237845
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,9,0.127565791,244.7595524
1WetExotic Pathogen 6,22,6/21/2018,6800,1,Wet,Exotic Pathogen ,6,3,109,10,0.127330207,244.6129699
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,1,0.037165173,238.7554896
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,2,0.040116526,247.179193
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,3,0.040851409,242.5244234
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,4,0.040591982,240.0281241
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,5,0.043493001,248.1860907
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,6,0.045631997,253.7961934
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,7,0.04534877,251.8400756
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,8,0.046641707,254.6435098
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,9,0.046697512,253.4439258
2WetIndigenous Pathogen 6,13,6/12/2018,6800,2,Wet,Indigenous Pathogen ,6,3,126,10,0.04695109,252.6407614
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,1,0.096505961,268.0435286
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,2,0.094589585,265.252397
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,3,0.094004804,264.6826465
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,4,0.096045989,267.2919538
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,5,0.09651179,267.0003731
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,6,0.098345744,269.1319356
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,7,0.098060672,268.1259429
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,8,0.098449207,268.5182829
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,9,0.096047511,266.8602523
1WetExotic Pathogen 6,13,6/12/2018,6800,1,Wet,Exotic Pathogen ,6,3,131,10,0.096262266,265.4059775
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,1,0.003660724,360.3499217
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,2,0.004545703,362.8305555
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,3,0.00254952,336.8277934
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,4,0.003340004,350.7150101
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,5,0.003308439,339.6945136
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,6,0.003692325,352.541569
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,7,0.003972277,352.1220897
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,8,0.003876341,345.4477852
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,9,0.002833414,321.312299
1DroughtIndigenous Pathogen 5,9,6/8/2018,6800,1,Drought,Indigenous Pathogen ,5,3,135,10,0.003252238,331.0215529
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,1,0.007871015,210.6857645
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,2,0.008043964,212.2690419
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,3,0.008905119,222.4635008
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,4,0.008905462,212.9341197
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,5,0.008836454,198.8787872
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,6,0.009288889,195.1381145
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,7,0.009251277,190.3597148
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,8,0.009766686,192.4503274
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,9,0.010178076,192.1920808
1DroughtExotic Pathogen 5,9,6/8/2018,6800,1,Drought,Exotic Pathogen ,5,3,137,10,0.010218543,192.0614884
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,1,0.075093614,266.0790774
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,2,0.073557776,263.4704417
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,3,0.072694989,261.7857793
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,4,0.073004359,262.1402993
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,5,0.074160982,263.5092456
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,6,0.075687461,266.5152222
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,7,0.0753044,266.3757503
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,8,0.075736815,266.9423888
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,9,0.077061039,269.0843839
1WetExotic Pathogen 5,9,6/8/2018,6800,1,Wet,Exotic Pathogen ,5,3,145,10,0.076870076,268.8779817
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,1,0.172170057,308.7781882
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,2,0.170010473,307.0836572
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,3,0.172756538,309.1191296
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,4,0.174029162,309.3941488
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,5,0.183185893,312.2647102
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,6,0.178768752,310.4804227
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,7,0.178365321,310.033173
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,8,0.180542701,310.6172838
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,9,0.18454277,312.4347783
2WetIndigenous Pathogen 6,9,6/8/2018,6800,2,Wet,Indigenous Pathogen ,6,3,147,10,0.178485056,310.2922685
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,1,0.126690937,262.269412
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,2,0.126743183,262.7162484
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,3,0.127439449,262.7851402
